heart_rate,mean_hr,mean_rr,median_rr,sdnn,rmssd,sdsd,nn20,nn50,pnn20,pnn50,cvnn,rr_variance,rr_range,lf_power,hf_power,total_power,lf_hf_ratio,lf_nu,hf_nu,peak_frequency,spectral_entropy,psd_mean,psd_std,ecg_wav_energy_L0,ecg_wav_energy_L1,ecg_wav_energy_L2,ecg_wav_energy_L3,ecg_wav_energy_L4,ppg_wav_energy_L0,ppg_wav_energy_L1,ppg_wav_energy_L2,ppg_wav_energy_L3,ppg_wav_energy_L4,ecg_app_entropy,ecg_svd_entropy,ecg_spectral_entropy,ecg_higuchi_fd,ecg_katz_fd,ecg_detrended_fluctuation,ecg_sampen,ecg_perm_entropy,ecg_hjorth_mobility,ecg_hjorth_complexity,ppg_sampen,ppg_perm_entropy,ppg_hjorth_mobility,ppg_hjorth_complexity,ecg_mean,ecg_std,ppg_mean,ppg_std,ppg_min,ppg_max,pulse_rate,pulse_interval_mean,pulse_interval_std,pulse_amplitude,pulse_amplitude_std,ppg_variance,ppg_rms,ppg_skewness,ppg_kurtosis,ppg_iqr,ppg_energy,ppg_dominant_freq,ppg_bandpower,ppg_spectral_entropy,ppg_app_entropy,ppg_svd_entropy,ppg_higuchi_fd,ppg_katz_fd,ppg_dfa,ecg_hjorth_activity,ppg_hjorth_activity,baevsky_index,ecg_sqi,ppg_sqi,subject,label,resp_rate_mean,resp_rate_std,resp_interval_cv,resp_interval_iqr,resp_amplitude_std,resp_amplitude_skew,resp_amplitude_kurtosis
87.51737464,87.51737464,733.0687831,768.5714286,143.6796623,168.1021768,168.0737878,71,52,0.8875,0.65,0.195997518,20643.84536,705.7142857,0.000575411,0.005722014,0.006297424,0.100560909,0.091372415,0.908627569,0.375,4.182035235,0.010088631,0.012154732,381.1304952,8.033869961,1.778023845,0.426305034,0.052877549,10130197.51,11439.71178,3685.327615,1776.399493,1618.372674,0.137711864,0.383670886,0.366447165,1.14781688,2.256197482,1.121925889,0.067458979,0.789438417,0.073895939,8.915409528,0.035726418,0.384184197,0.034447465,32.40332032,-0.010507426,0.095791236,-0.064755007,15.49412805,-65.31353171,64.65719524,85.98228773,0.745045208,0.167994359,19.9349332,10.24605874,240.068004,15.49426337,-0.36062661,0.736960026,22.7646299,10083032.28,1.3671875,222.382426,2.516369384,0.05837223,0.228175152,1.00581231,1.722745198,1.364636561,0.009175961,240.068004,1.12e-05,1.366666667,1.333333333,2,1,20.845752891957524,2.3746264660390803,0.1247148037282235,0.43410714285714347,1.3710262139197473,0.07437003816917082,-1.0343640029344994
86.96747002,86.96747002,736.3315697,752.8571429,165.3844766,197.0531628,197.0530042,66,50,0.825,0.625,0.224605984,27352.02511,1252.857143,0.001742921,0.001933461,0.003676381,0.901451279,0.47408592,0.525914053,0.125,4.019546845,0.005426849,0.007408933,381.266058,7.752010397,2.134027693,0.553356154,0.192678207,15388023.01,42379.72331,9908.771136,5963.426784,2887.241686,0.146501152,0.437302311,0.375857218,1.146926591,2.47477871,1.111378797,0.071506968,0.786645386,0.085299154,10.63036715,0.037166253,0.386520016,0.044257067,25.27772326,-0.012286665,0.095740627,0.736561324,19.15238298,-65.4655693,64.81280591,86.85328205,0.737428571,0.181508053,26.86813244,16.76668026,366.813774,19.16654107,-0.227310472,1.203419725,24.05489928,15428964.46,1.3671875,338.5113902,3.019073132,0.077026607,0.276248616,1.0124677,1.871875163,1.30730055,0.009166268,366.813774,1.74e-05,1.366666667,1.35,2,1,20.845752891957524,2.3746264660390803,0.1247148037282235,0.43410714285714347,1.3710262139197473,0.07437003816917082,-1.0343640029344994
89.92809231,89.92809231,724.1637631,746.4285714,179.1755914,217.2872095,217.2863327,65,55,0.802469136,0.679012346,0.247424133,32103.89254,1255.714286,0.002209575,0.002446249,0.004655824,0.903250458,0.474583077,0.525416902,0.0625,4.812254465,0.018176354,0.010160749,368.7405424,8.701836986,2.283645604,0.579506609,0.204024033,17267565.37,29374.90913,18104.01596,6994.716368,4594.235343,0.154876216,0.448286743,0.378440165,1.147476226,2.477406531,1.106848355,0.07369262,0.786792732,0.087981702,10.4693078,0.03700637,0.382793957,0.047726977,24.40891895,-0.009623432,0.094686317,0.631617651,20.27359933,-65.4655693,64.81280591,88.5400591,0.718657487,0.148960392,27.97691415,17.04963763,411.0188299,20.28343587,-0.274410175,0.814678065,26.37782694,17279546.37,1.3671875,374.9900166,3.006372138,0.077089442,0.292649335,1.013158317,1.87260285,1.301212304,0.008965499,411.0188299,9.35e-06,1.383333333,1.4,2,1,20.845752891957524,2.3746264660390803,0.1247148037282235,0.43410714285714347,1.3710262139197473,0.07437003816917082,-1.0343640029344994
90.19526905,90.19526905,715.5765921,744.2857143,147.039737,172.9096876,172.8616237,73,60,0.890243902,0.731707317,0.205484275,21620.68426,635.7142857,0.000609089,0.002134174,0.002743264,0.285398099,0.222030902,0.777969062,0.5625,4.161755755,0.012498255,0.016692805,377.7849136,7.457222781,1.935285426,0.436692703,0.056163898,12751872.78,20024.99981,13835.5705,4112.645887,4041.886847,0.146101522,0.387291465,0.370495739,1.143181106,2.194015003,1.117104339,0.068533995,0.787292453,0.075294584,8.323205544,0.034488825,0.366158798,0.044518045,28.62136383,-0.008193626,0.095330151,-0.145434654,17.45203609,-65.42839822,63.71866089,80.10590374,0.763461538,0.088970953,24.97455997,8.76280151,304.5735638,17.45264207,-0.349975656,-0.533004571,27.36069946,12792978.03,1.3671875,287.4040447,2.486174671,0.0552886,0.27726449,1.004040811,1.875989848,1.330376639,0.009087838,304.5735638,1.17e-05,1.4,1.316666667,2,1,20.845752891957524,2.3746264660390803,0.1247148037282235,0.43410714285714347,1.3710262139197473,0.07437003816917082,-1.0343640029344994
94.30411067,94.30411067,688.4219269,734.2857143,152.4985749,173.3356804,173.3356144,76,62,0.894117647,0.729411765,0.221519055,23255.81533,591.4285714,0.001080083,0.002206671,0.003286754,0.489462579,0.328616902,0.671383067,1.1875,4.39866133,0.006288885,0.006322105,385.4815464,8.155699513,2.129279966,0.503928185,0.100217067,18707698.08,19745.22392,8339.66823,5321.578958,2510.728641,0.1459295,0.410688416,0.371182741,1.141840807,2.393863449,1.122339387,0.070702192,0.78141872,0.07931575,9.837933214,0.045415695,0.379295003,0.037569748,30.46997883,-0.009903827,0.096608213,-0.027800702,21.09128001,-65.43334004,64.81250471,87.81459253,0.726857143,0.168683135,31.97530464,10.97915561,444.8420924,21.09129833,-0.146063878,-0.411012365,30.98250287,18683400.34,1.3671875,405.2243042,2.763784735,0.065612609,0.244045508,1.006896386,1.858734304,1.339952394,0.009333147,444.8420924,8.12e-06,1.45,1.35,2,1,20.845752891957524,2.3746264660390803,0.1247148037282235,0.43410714285714347,1.3710262139197473,0.07437003816917082,-1.0343640029344994
98.97440578,98.97440578,669.7271268,711.4285714,192.8359035,236.3877137,236.3725375,80,65,0.909090909,0.738636364,0.287932048,37185.68569,1338.571429,0.001679541,0.000580693,0.002260234,2.892305448,0.743082856,0.2569171,0.9375,3.974561737,0.021466723,0.032124867,384.422416,8.264203853,2.520756612,0.617553443,0.232471251,24363736.56,44454.55971,13798.43089,7633.388729,4402.689124,0.152342605,0.451425448,0.374881897,1.148162539,2.450278025,1.117567384,0.074097705,0.779996159,0.088477422,10.7334319,0.048609552,0.394459174,0.040645943,28.94918708,-0.008958274,0.096612988,0.699282448,24.10307322,-65.43334004,64.81250471,95.33844699,0.700957983,0.227349717,33.7917596,15.73658718,580.9581389,24.11321494,-0.085819635,-0.21064388,33.30933131,24420779.66,1.3671875,528.7605497,2.871105296,0.067275189,0.259148023,1.008955453,1.995521936,1.339932169,0.009334069,580.9581389,4.7e-06,1.5,1.433333333,2,1,20.845752891957524,2.3746264660390803,0.1247148037282235,0.43410714285714347,1.3710262139197473,0.07437003816917082,-1.0343640029344994
94.29046289,94.29046289,701.4117647,750.0,195.0888607,230.8871849,230.8595613,77,60,0.916666667,0.714285714,0.278137423,38059.66358,1335.714286,0.001531217,0.00257681,0.004108027,0.594229569,0.372737767,0.627262209,0.5625,4.419181039,0.012204263,0.012670148,386.0560501,7.829479937,2.391342873,0.582266102,0.207107421,22083204.6,30994.71595,17888.38305,7274.753768,5904.990324,0.149106005,0.44171153,0.372544932,1.148950986,2.523244187,1.119005858,0.071201686,0.783324616,0.086010326,10.65943208,0.039167451,0.390902367,0.04373223,28.81752891,-0.007861771,0.096911684,0.755648254,22.93358455,-65.47223566,64.72603852,90.48520299,0.726585366,0.204743615,29.6377803,15.63167181,525.9493005,22.94603026,-0.132352038,0.010390385,31.27142441,22113852.8,1.3671875,480.1988599,2.722278787,0.057369434,0.27357694,1.006787258,1.885113274,1.372018589,0.009391875,525.9493005,6.15e-06,1.433333333,1.383333333,2,1,20.845752891957524,2.3746264660390803,0.1247148037282235,0.43410714285714347,1.3710262139197473,0.07437003816917082,-1.0343640029344994
92.0390189,92.0390189,713.9070568,782.8571429,167.5371703,174.6375754,174.6374702,65,52,0.792682927,0.634146341,0.234676445,28068.70343,625.7142857,0.001618542,0.004075875,0.005694417,0.397102964,0.284233141,0.715766841,0.3125,4.304178486,0.009831738,0.010646289,386.7070641,6.991840632,1.885968929,0.431436297,0.070797326,14535553.18,14572.97128,10660.30207,3684.052353,3192.890566,0.141590679,0.396591751,0.368821641,1.149398089,2.192740847,1.124449433,0.068484008,0.79124012,0.076295679,9.459638156,0.036533728,0.382416467,0.039512373,32.11146386,-0.009427104,0.096231006,-0.161944893,18.59603715,-65.47223566,64.72603852,86.1907697,0.747,0.184549313,23.30268103,10.40760019,345.8125977,18.59674229,-0.270197775,0.040206447,27.4754008,14525230.6,1.3671875,317.6635024,2.536831947,0.051852477,0.253216103,1.003243277,1.766363867,1.403801044,0.009260407,345.8125977,1.16e-05,1.4,1.35,2,1,20.845752891957524,2.3746264660390803,0.1247148037282235,0.43410714285714347,1.3710262139197473,0.07437003816917082,-1.0343640029344994
97.20903339,97.20903339,691.3613445,762.8571429,182.7799083,197.4213009,197.4052551,66,54,0.785714286,0.642857143,0.264376812,33408.49488,590.0,0.000658165,0.005345753,0.006003918,0.12311918,0.109622542,0.890377441,0.375,4.137680086,0.014315442,0.017752012,368.7202979,8.006336739,1.919239598,0.475214637,0.079533261,10331480.56,11618.40043,4254.771001,1759.922385,1715.243896,0.140812607,0.403779638,0.367375192,1.153988957,2.503579221,1.129053034,0.07092209,0.792582332,0.077665852,9.977301304,0.038545126,0.383788114,0.034964401,33.52912415,-0.011529648,0.094315835,-0.155409874,15.68479923,-65.4712233,64.72843709,86.96974345,0.735625,0.165155206,20.43947342,10.00047613,246.0129268,15.68556913,-0.294409606,0.716063677,22.23559427,10333557.32,1.3671875,229.8884278,2.546978653,0.054496502,0.230902798,1.004701537,1.76112479,1.385760682,0.008895477,246.0129268,1.09e-05,1.433333333,1.35,2,1,20.845752891957524,2.3746264660390803,0.1247148037282235,0.43410714285714347,1.3710262139197473,0.07437003816917082,-1.0343640029344994
97.39965554,97.39965554,689.0863787,757.8571429,181.8393227,195.1643504,195.0378683,74,57,0.870588235,0.670588235,0.263884657,33065.53929,615.7142857,0.000564098,0.004892179,0.005456277,0.11530614,0.103385193,0.896614789,0.875,4.231995563,0.019387781,0.021659848,377.9245925,7.799920286,2.279916575,0.524006135,0.121062934,12166100.85,13861.25844,4727.823571,2082.181447,1841.582847,0.145349664,0.414811151,0.368828979,1.14870747,2.390439658,1.127330645,0.071763334,0.784755853,0.079952687,10.29041344,0.037404293,0.38186075,0.034225254,34.26758398,-0.010876535,0.095545371,-0.330824016,17.02956578,-65.4712233,64.72843709,81.08731988,0.769628942,0.139033886,21.814866,10.72551757,290.0061106,17.03277884,-0.344902495,0.359556377,24.20874499,12184853.31,1.3671875,266.6804543,2.494975042,0.053672133,0.227088557,1.005025382,1.82387229,1.388663335,0.009128918,290.0061106,2.49e-05,1.45,1.3,2,1,20.845752891957524,2.3746264660390803,0.1247148037282235,0.43410714285714347,1.3710262139197473,0.07437003816917082,-1.0343640029344994
94.9273532,94.9273532,701.7478992,768.5714286,179.6440894,166.5821457,166.5731134,74,54,0.880952381,0.642857143,0.255995194,32271.99887,644.2857143,0.005092111,0.006644142,0.011736253,0.766406006,0.433878737,0.566121255,0.125,3.515215123,0.014705656,0.028158217,376.3511093,6.388629845,2.20110762,0.433322055,0.08586316,18138999.84,9772.413737,4727.807908,2412.543887,1640.070369,0.145450008,0.392527766,0.36683828,1.147294486,2.468959422,1.125585213,0.071567964,0.785046186,0.075865754,8.881467893,0.034593332,0.370563568,0.028299664,42.10912304,-0.007788522,0.095438778,-1.149789216,20.74811215,-65.31905158,64.71245493,76.93659929,0.795066667,0.108177303,25.21978073,6.454698172,430.4841577,20.77994641,-0.447127236,-0.82316616,34.03310356,18135859.26,1.3671875,406.2108518,2.140434045,0.045668339,0.195526666,1.00195008,1.83105375,1.407973492,0.00910856,430.4841577,8.92e-06,1.433333333,1.266666667,2,1,20.845752891957524,2.3746264660390803,0.1247148037282235,0.43410714285714347,1.3710262139197473,0.07437003816917082,-1.0343640029344994
97.46961153,97.46961153,684.9169435,751.4285714,178.4182206,182.765405,182.7653981,75,58,0.882352941,0.682352941,0.260496141,31833.06145,644.2857143,0.002835417,0.005152122,0.007987539,0.550339633,0.354980045,0.645019942,0.1875,4.215154957,0.016564872,0.018958244,375.1769537,6.719357489,2.150841324,0.437843702,0.070546509,22960659.17,18198.50697,6686.069669,3847.884288,3310.957092,0.146507067,0.389940865,0.36729119,1.149199116,2.386784005,1.123784584,0.07319622,0.782676172,0.075664186,8.44553324,0.035891388,0.364267959,0.03212639,37.97198845,-0.005807044,0.09548641,-0.896745096,23.3701251,-65.36351992,64.74942364,81.11281262,0.763333333,0.122647975,29.91806094,8.994635314,546.162747,23.38732346,-0.352200067,-0.858512185,38.97409618,22972609.75,1.3671875,537.6882021,2.298681616,0.049062026,0.215975565,1.002224826,1.882877362,1.381128776,0.009117654,546.162747,9.14e-06,1.45,1.316666667,2,1,20.845752891957524,2.3746264660390803,0.1247148037282235,0.43410714285714347,1.3710262139197473,0.07437003816917082,-1.0343640029344994
96.72122478,96.72122478,682.2167488,742.8571429,167.1402269,192.9917089,192.9914773,79,65,0.918604651,0.755813953,0.244995783,27935.85544,637.1428571,0.001031977,0.006334318,0.007366296,0.162918432,0.140094462,0.859905525,0.25,4.227992017,0.011889917,0.014243153,379.7073283,7.359385964,2.430375416,0.526894532,0.119733626,18934731.15,18379.41457,6755.087273,3641.462824,3223.207913,0.155662322,0.412244901,0.371534776,1.154341952,2.271124923,1.114665218,0.077095682,0.776382014,0.080060487,9.224349167,0.041548423,0.366153587,0.035249951,33.73365245,-0.004428998,0.096009356,-0.612714699,21.21679375,-65.36351992,64.80225775,83.39883279,0.754484629,0.143851464,30.69765075,11.09789668,450.152337,21.22563913,-0.154212919,-0.32289137,32.92492707,18922165.77,1.3671875,432.4575045,2.541125436,0.05724049,0.232275401,1.004252709,1.865738401,1.347863949,0.009217796,450.152337,1.55e-05,1.466666667,1.333333333,2,1,20.845752891957524,2.3746264660390803,0.1247148037282235,0.43410714285714347,1.3710262139197473,0.07437003816917082,-1.0343640029344994
